Order ID,Date,Day,Season,Customer Name,City,Region,State,Category,Sub Category,Sales,Discount,Profit,Average Temp,Holiday,Year,Month,Profit Margin
OD48,2017-06-20,20,Summer,Mathew,1,1,0,6,16,1488,0.3,610,28.3,No,2017,6,0.4099462365591398
OD49,2017-06-20,20,Summer,Ridhesh,14,1,0,6,16,726,0.2,44,28.3,No,2017,6,0.06060606060606061
OD50,2016-04-18,18,Winter,Amrish,12,0,0,0,3,1259,0.2,416,28.3,No,2016,4,0.33042096902303414
OD51,2016-04-18,18,Winter,Esther,16,0,0,1,21,902,0.3,153,28.3,No,2016,4,0.1696230598669623
OD52,2016-04-18,18,Winter,Shah,16,0,0,1,21,2306,0.3,553,28.3,No,2016,4,0.23980919340849957
OD53,2016-04-18,18,Winter,Sudha,18,0,0,0,3,1417,0.2,99,28.3,No,2016,4,0.06986591390261115
OD54,2017-12-11,11,Winter,Yusuf,9,1,0,4,12,627,0.3,182,25.4,No,2017,12,0.2902711323763955
OD55,2017-12-11,11,Winter,Esther,10,1,0,4,17,760,0.3,61,25.4,No,2017,12,0.08026315789473684
OD56,2017-06-17,17,Summer,Muneer,16,1,0,3,0,2350,0.2,611,28.3,No,2017,6,0.26
OD57,2017-06-17,17,Summer,Komal,8,1,0,2,10,1179,0.3,271,28.3,No,2017,6,0.22985581000848176
OD58,2017-06-17,17,Summer,Veena,20,1,0,3,7,1624,0.4,195,28.3,No,2017,6,0.12007389162561577
OD59,2017-06-17,17,Summer,Sharon,20,1,0,2,15,1316,0.4,421,28.3,No,2017,6,0.31990881458966564
OD60,2017-06-17,17,Summer,Shree,2,1,0,1,13,2121,0.1,679,28.3,No,2017,6,0.3201320132013201
OD61,2017-06-17,17,Summer,Roshan,23,1,0,5,14,1428,0.3,271,28.3,No,2017,6,0.18977591036414565
OD62,2017-06-17,17,Summer,Willams,13,1,0,6,16,706,0.3,290,28.3,No,2017,6,0.41076487252124644
OD63,2016-11-24,24,Post-Monsoon,Sudeep,4,4,0,2,10,921,0.3,184,28.3,Yes,2016,11,0.1997828447339848
OD64,2016-11-24,24,Post-Monsoon,Yusuf,20,4,0,4,11,1741,0.3,662,28.3,Yes,2016,11,0.38024124066628373
OD65,2016-11-24,24,Post-Monsoon,Willams,9,4,0,2,9,607,0.2,200,28.3,Yes,2016,11,0.32948929159802304
OD66,2016-11-24,24,Post-Monsoon,Muneer,19,4,0,2,15,1824,0.3,766,28.3,Yes,2016,11,0.4199561403508772
OD67,2016-04-30,30,Winter,Vinne,9,0,0,3,0,1368,0.1,383,28.3,No,2016,4,0.27997076023391815
OD68,2015-12-05,5,Winter,Roshan,14,4,0,4,12,1160,0.2,510,31.4,No,2015,12,0.4396551724137931
OD69,2015-12-05,5,Winter,Ramesh,22,4,0,3,0,1294,0.2,78,31.4,No,2015,12,0.06027820710973725
OD70,2017-06-04,4,Summer,Peer,12,3,0,5,14,1232,0.1,554,28.3,No,2017,6,0.4496753246753247
OD71,2017-09-18,18,Monsoon,Verma,6,1,0,2,15,994,0.3,358,29.1,No,2017,9,0.36016096579476864
OD72,2018-09-14,14,Monsoon,Yusuf,6,0,0,6,16,2468,0.2,1012,30.1,No,2018,9,0.4100486223662885
OD73,2016-04-26,26,Winter,Alan,18,3,0,6,6,721,0.3,101,28.3,No,2016,4,0.14008321775312066
OD74,2016-04-26,26,Winter,Vidya,21,3,0,4,19,2375,0.2,475,28.3,No,2016,4,0.2
OD75,2016-04-26,26,Winter,Arvind,21,3,0,1,21,1965,0.1,118,28.3,No,2016,4,0.06005089058524173
OD76,2018-12-09,9,Winter,Veronica,0,0,0,1,21,1489,0.1,194,28.3,No,2018,12,0.1302887844190732
OD77,2018-12-09,9,Winter,Arvind,12,0,0,4,17,1250,0.3,75,28.3,No,2018,12,0.06
OD78,2018-12-09,9,Winter,Anu,2,0,0,6,16,1358,0.3,489,28.3,No,2018,12,0.3600883652430044
OD79,2015-11-26,26,Post-Monsoon,Haseena,21,0,0,6,6,719,0.2,65,27.3,No,2015,11,0.09040333796940195
OD80,2017-06-12,12,Summer,Veena,1,3,0,4,17,2303,0.3,622,28.3,No,2017,6,0.2700825010855406
OD81,2017-06-12,12,Summer,Kumar,6,3,0,1,13,2027,0.3,912,28.3,No,2017,6,0.4499259990133202
OD82,2015-10-12,12,Post-Monsoon,Amy,0,4,0,3,0,1739,0.3,765,26.9,No,2015,10,0.4399079930994825
OD83,2015-10-12,12,Post-Monsoon,Komal,3,4,0,5,22,990,0.3,228,26.9,No,2015,10,0.23030303030303031
OD84,2016-09-03,3,Monsoon,Ravi,4,3,0,1,21,2354,0.1,683,28.3,No,2016,9,0.2901444350042481
OD85,2018-11-13,13,Post-Monsoon,Amy,0,0,0,4,17,1044,0.1,345,28.3,Yes,2018,11,0.33045977011494254
OD86,2018-05-28,28,Summer,Willams,5,3,0,5,22,2129,0.3,660,28.3,No,2018,5,0.31000469704086425
OD87,2018-10-26,26,Post-Monsoon,Sharon,18,0,0,3,20,1759,0.1,616,28.3,No,2018,10,0.3501989766913019
OD88,2018-10-26,26,Post-Monsoon,Ramesh,22,0,0,2,9,1663,0.3,665,28.3,No,2018,10,0.39987973541791944
OD89,2017-04-05,5,Winter,Sheeba,13,0,0,0,2,2111,0.2,190,28.3,No,2017,4,0.09000473709142587
OD90,2017-09-17,17,Monsoon,Krithika,9,4,0,3,7,1878,0.1,451,28.1,No,2017,9,0.24014909478168264
OD91,2017-09-17,17,Monsoon,Willams,12,4,0,2,4,769,0.3,46,28.1,No,2017,9,0.05981794538361508
OD92,2017-09-17,17,Monsoon,Roshan,23,4,0,1,13,1241,0.1,410,28.1,No,2017,9,0.330378726833199
OD93,2016-01-31,31,Winter,Ravi,9,0,0,3,0,2128,0.1,383,28.3,No,2016,1,0.1799812030075188
OD94,2016-01-31,31,Winter,Ram,11,0,0,4,11,2257,0.3,271,28.3,No,2016,1,0.12007089056269384
OD95,2016-01-31,31,Winter,Mathew,0,0,0,6,5,1285,0.3,219,28.3,No,2016,1,0.17042801556420234
OD96,2018-11-06,6,Post-Monsoon,Veena,23,4,0,2,10,1230,0.1,443,28.3,Yes,2018,11,0.36016260162601627
OD97,2018-11-09,9,Post-Monsoon,Sudha,12,1,0,3,0,1856,0.2,724,28.3,Yes,2018,11,0.3900862068965517
OD98,2018-06-17,17,Summer,Sharon,20,4,0,4,11,545,0.3,125,33.6,No,2018,6,0.22935779816513763
OD99,2017-09-06,6,Monsoon,Vince,4,0,0,6,5,2301,0.3,391,33.2,No,2017,9,0.16992611907866145
OD100,2017-08-29,29,Monsoon,Krithika,1,0,0,5,22,1475,0.3,531,30.9,No,2017,8,0.36
OD101,2017-08-29,29,Monsoon,Adavan,2,0,0,0,3,2118,0.4,911,30.9,No,2017,8,0.43012275731822475
OD102,2017-08-29,29,Monsoon,Roshan,2,0,0,1,21,1527,0.2,672,30.9,No,2017,8,0.4400785854616896
OD103,2017-12-01,1,Winter,Vinne,10,0,0,6,5,567,0.2,176,28.3,No,2017,12,0.31040564373897706
OD104,2016-11-13,13,Post-Monsoon,Amy,15,4,0,4,11,969,0.3,184,27.8,No,2016,11,0.18988648090815274
OD105,2016-11-13,13,Post-Monsoon,Suresh,7,4,0,3,7,2300,0.1,1035,27.8,No,2016,11,0.45
OD106,2016-11-13,13,Post-Monsoon,Komal,6,4,0,5,14,1575,0.3,79,27.8,No,2016,11,0.05015873015873016
OD107,2018-11-23,23,Post-Monsoon,Sundar,3,3,0,1,13,540,0.1,108,27.4,Yes,2018,11,0.2
OD108,2018-11-23,23,Post-Monsoon,Willams,19,3,0,6,6,536,0.3,177,27.4,Yes,2018,11,0.3302238805970149
OD109,2018-11-23,23,Post-Monsoon,Vidya,19,3,0,2,9,556,0.2,156,27.4,Yes,2018,11,0.2805755395683453
OD110,2016-10-15,15,Post-Monsoon,Shree,2,0,0,4,11,1179,0.2,271,28.3,No,2016,10,0.22985581000848176
OD111,2018-12-25,25,Winter,Sundar,11,1,0,3,7,1487,0.1,506,28.3,Yes,2018,12,0.3402824478816409
OD112,2017-11-03,3,Post-Monsoon,Arvind,14,0,0,0,2,2220,0.1,111,28.3,No,2017,11,0.05
OD113,2017-11-03,3,Post-Monsoon,Ravi,5,0,0,5,8,2155,0.3,582,28.3,No,2017,11,0.2700696055684455
OD114,2015-08-25,25,Monsoon,Vinne,8,1,0,4,12,1154,0.1,69,28.3,No,2015,8,0.05979202772963605
OD115,2015-08-25,25,Monsoon,Muneer,16,1,0,6,16,2420,0.1,242,28.3,No,2015,8,0.1
OD116,2015-08-25,25,Monsoon,Rumaiza,7,1,0,6,5,1305,0.2,287,28.3,No,2015,8,0.21992337164750958
OD117,2015-08-25,25,Monsoon,Hussain,0,1,0,4,17,927,0.2,158,28.3,No,2015,8,0.1704422869471413
OD118,2016-03-02,2,Winter,Arvind,22,4,0,4,19,983,0.1,187,28.3,No,2016,3,0.19023397761953204
OD119,2016-04-05,5,Winter,Akash,1,3,0,3,20,903,0.1,90,28.3,No,2016,4,0.09966777408637874
OD120,2017-06-12,12,Summer,Ganesh,3,1,0,2,4,1235,0.1,74,28.3,No,2017,6,0.05991902834008097
OD121,2017-06-12,12,Summer,Alan,19,1,0,4,19,1243,0.2,174,28.3,No,2017,6,0.13998390989541432
OD122,2017-06-12,12,Summer,Harish,8,1,0,0,3,649,0.3,201,28.3,No,2017,6,0.30970724191063176
OD123,2017-06-12,12,Summer,Veronica,17,1,0,2,15,2354,0.1,188,28.3,No,2017,6,0.07986406117247238
OD124,2017-06-12,12,Summer,Anu,3,1,0,1,21,1443,0.3,188,28.3,No,2017,6,0.13028413028413027
OD125,2015-12-26,26,Winter,Sudeep,9,0,0,0,2,975,0.3,390,28.3,No,2015,12,0.4
OD126,2015-09-20,20,Monsoon,Yusuf,23,0,0,4,19,889,0.2,71,30.1,No,2015,9,0.0798650168728909
OD127,2018-11-05,5,Post-Monsoon,Shah,7,4,0,2,15,2352,0.2,870,28.3,No,2018,11,0.36989795918367346
OD128,2018-11-05,5,Post-Monsoon,Harish,19,4,0,5,22,1293,0.2,336,28.3,No,2018,11,0.25986078886310904
OD129,2017-11-06,6,Post-Monsoon,Sharon,0,4,0,3,20,1458,0.3,598,28.3,No,2017,11,0.4101508916323731
OD130,2017-11-06,6,Post-Monsoon,Peer,2,4,0,3,0,1801,0.2,126,28.3,No,2017,11,0.0699611327040533
OD131,2018-02-02,2,Winter,Haseena,17,1,0,6,5,1261,0.3,416,28.3,No,2018,2,0.32989690721649484
OD132,2018-02-02,2,Winter,Sundar,10,1,0,1,21,2112,0.3,106,28.3,No,2018,2,0.050189393939393936
OD133,2018-02-02,2,Winter,Ram,15,1,0,2,10,640,0.2,141,28.3,No,2018,2,0.2203125
OD134,2017-10-13,13,Post-Monsoon,Shah,17,4,0,0,3,1658,0.1,315,28.0,No,2017,10,0.18998793727382388
OD135,2017-10-13,13,Post-Monsoon,Harish,15,4,0,1,13,2373,0.2,664,28.0,No,2017,10,0.27981458069953646
OD136,2017-10-13,13,Post-Monsoon,Veena,3,4,0,4,17,1430,0.2,515,28.0,No,2017,10,0.36013986013986016
OD137,2017-10-13,13,Post-Monsoon,Sundar,22,4,0,5,22,1873,0.3,674,28.0,No,2017,10,0.3598505072076882
OD138,2017-10-13,13,Post-Monsoon,Jackson,18,4,0,2,9,867,0.1,330,28.0,No,2017,10,0.3806228373702422
OD139,2017-10-13,13,Post-Monsoon,Malik,18,4,0,6,16,1101,0.2,484,28.0,No,2017,10,0.4396003633060854
OD140,2017-10-13,13,Post-Monsoon,Hussain,12,4,0,2,15,1088,0.3,424,28.0,No,2017,10,0.3897058823529412
OD141,2017-09-05,5,Monsoon,Veena,13,1,0,0,1,866,0.3,381,28.3,No,2017,9,0.4399538106235566
OD142,2018-09-18,18,Monsoon,Aditi,19,4,0,5,14,2483,0.1,224,25.9,No,2018,9,0.09021345146999597
OD143,2018-09-18,18,Monsoon,Surya,6,4,0,3,0,1335,0.1,294,25.9,No,2018,9,0.2202247191011236
OD144,2018-09-18,18,Monsoon,Sharon,17,4,0,2,10,765,0.2,253,25.9,No,2018,9,0.330718954248366
OD145,2018-12-22,22,Winter,Vinne,17,0,0,2,15,2403,0.2,625,28.3,No,2018,12,0.2600915522263837
OD146,2016-09-07,7,Monsoon,Malik,2,4,0,5,8,1551,0.1,574,28.3,No,2016,9,0.37008381689232756
OD147,2015-10-22,22,Post-Monsoon,Ridhesh,18,1,0,3,18,1564,0.3,188,28.3,No,2015,10,0.12020460358056266
OD148,2017-12-05,5,Winter,Harish,19,0,0,4,12,1125,0.3,293,28.3,No,2017,12,0.2604444444444444
OD149,2017-12-05,5,Winter,Veronica,17,0,0,1,13,768,0.1,184,28.3,No,2017,12,0.23958333333333334
OD150,2017-12-05,5,Winter,Ravi,21,0,0,2,10,1985,0.3,735,28.3,No,2017,12,0.3702770780856423
OD151,2017-12-05,5,Winter,Muneer,0,0,0,3,20,2287,0.1,1029,28.3,No,2017,12,0.44993441189331
OD152,2017-03-13,13,Winter,Jackson,14,4,0,6,5,1016,0.3,335,28.3,Yes,2017,3,0.3297244094488189
OD153,2017-03-13,13,Winter,Amy,11,4,0,6,6,852,0.3,77,28.3,Yes,2017,3,0.0903755868544601
OD154,2016-05-31,31,Summer,Ram,15,4,0,3,18,1233,0.3,234,28.3,No,2016,5,0.1897810218978102
OD155,2016-05-31,31,Summer,Jonas,14,4,0,6,16,2236,0.1,626,28.3,No,2016,5,0.27996422182468694
OD156,2016-05-31,31,Summer,Ramesh,22,4,0,4,12,2188,0.3,810,28.3,No,2016,5,0.3702010968921389
OD157,2016-05-28,28,Summer,Peer,2,4,0,6,6,1114,0.2,457,28.3,No,2016,5,0.4102333931777379
OD158,2015-03-01,1,Winter,Komal,16,4,0,5,8,1774,0.2,621,28.3,No,2015,3,0.3500563697857948
OD159,2017-11-20,20,Post-Monsoon,Amy,7,0,0,1,21,2364,0.2,1040,28.8,No,2017,11,0.43993231810490696
OD160,2017-11-20,20,Post-Monsoon,Amrish,9,0,0,3,7,1487,0.1,149,28.8,No,2017,11,0.10020174848688634
OD161,2017-05-11,11,Summer,Yadav,12,4,0,1,21,713,0.3,193,26.8,No,2017,5,0.270687237026648
OD162,2016-12-28,28,Winter,Vinne,6,1,0,2,10,737,0.2,280,28.3,No,2016,12,0.37991858887381275
OD163,2017-11-16,16,Post-Monsoon,Amrish,20,4,0,6,5,1004,0.3,341,29.2,No,2017,11,0.3396414342629482
OD164,2017-11-07,7,Post-Monsoon,Hussain,18,4,0,6,6,1516,0.3,121,30.8,No,2017,11,0.07981530343007916
OD165,2015-09-08,8,Monsoon,Haseena,15,0,0,3,0,1442,0.3,606,31.2,No,2015,9,0.420249653259362
OD166,2015-09-08,8,Monsoon,Sudha,9,0,0,1,13,1690,0.3,423,31.2,No,2015,9,0.25029585798816567
OD167,2015-09-08,8,Monsoon,Adavan,0,0,0,6,5,2021,0.1,344,31.2,No,2015,9,0.1702127659574468
OD168,2015-09-08,8,Monsoon,Aditi,12,0,0,2,15,2340,0.3,491,31.2,No,2015,9,0.20982905982905983
OD169,2015-09-08,8,Monsoon,Krithika,22,0,0,5,22,705,0.2,176,31.2,No,2015,9,0.24964539007092199
OD170,2015-09-08,8,Monsoon,Sharon,20,0,0,2,4,1215,0.2,61,31.2,No,2015,9,0.050205761316872426
OD171,2015-09-08,8,Monsoon,Akash,8,0,0,3,7,552,0.3,237,31.2,No,2015,9,0.42934782608695654
OD172,2015-08-05,5,Monsoon,Sabeela,19,4,0,1,13,1412,0.1,565,28.3,No,2015,8,0.40014164305949007
OD173,2015-08-05,5,Monsoon,Surya,19,4,0,3,7,791,0.3,150,28.3,No,2015,8,0.18963337547408343
OD174,2015-08-05,5,Monsoon,Alan,22,4,0,4,19,2476,0.3,421,28.3,No,2015,8,0.17003231017770598
OD175,2015-09-14,14,Monsoon,Aditi,7,0,0,4,12,1747,0.3,472,30.7,No,2015,9,0.2701774470520893
OD176,2015-09-14,14,Monsoon,Shah,14,0,0,4,17,1973,0.2,848,30.7,No,2015,9,0.4298023314749113
OD177,2018-04-21,21,Winter,Mathew,8,0,0,5,22,2025,0.2,547,28.3,No,2018,4,0.27012345679012345
OD178,2016-11-21,21,Post-Monsoon,Rumaiza,21,1,0,6,16,1016,0.3,224,28.3,No,2016,11,0.2204724409448819
OD179,2016-11-21,21,Post-Monsoon,Arvind,20,1,0,4,17,689,0.3,55,28.3,No,2016,11,0.07982583454281568
OD180,2016-12-15,15,Winter,Krithika,7,1,0,3,0,1322,0.2,344,28.3,No,2016,12,0.26021180030257185
OD181,2015-12-05,5,Winter,Arvind,0,0,0,6,6,1605,0.3,433,31.4,No,2015,12,0.26978193146417445
OD182,2015-12-05,5,Winter,Ravi,11,0,0,1,13,1718,0.2,172,31.4,No,2015,12,0.10011641443538999
OD183,2015-11-19,19,Post-Monsoon,Jonas,9,3,0,5,8,2177,0.4,784,26.2,No,2015,11,0.36012861736334406
OD184,2015-11-19,19,Post-Monsoon,Surya,3,3,0,3,18,578,0.2,237,26.2,No,2015,11,0.4100346020761246
OD185,2015-11-19,19,Post-Monsoon,Amrish,5,3,0,3,7,782,0.3,196,26.2,No,2015,11,0.2506393861892583
OD186,2017-11-28,28,Post-Monsoon,Shah,1,1,0,6,16,1388,0.4,97,27.3,No,2017,11,0.06988472622478387
OD187,2015-08-26,26,Monsoon,Krithika,3,4,0,0,3,2264,0.2,792,28.3,No,2015,8,0.3498233215547703
OD188,2017-07-16,16,Monsoon,Anu,14,0,0,1,21,813,0.2,138,30.6,No,2017,7,0.16974169741697417
OD189,2017-07-16,16,Monsoon,Yusuf,9,0,0,4,17,2015,0.2,564,30.6,No,2017,7,0.27990074441687346
OD190,2016-10-12,12,Post-Monsoon,Rumaiza,21,1,0,1,21,1433,0.3,473,28.3,Yes,2016,10,0.33007676203768316
OD191,2016-10-12,12,Post-Monsoon,Amrish,1,1,0,4,17,2093,0.1,335,28.3,Yes,2016,10,0.16005733397037744
OD192,2016-10-12,12,Post-Monsoon,Muneer,1,1,0,4,12,2149,0.2,623,28.3,Yes,2016,10,0.2899022801302932
OD193,2016-10-12,12,Post-Monsoon,Anu,4,1,0,1,13,1972,0.3,414,28.3,Yes,2016,10,0.2099391480730223
OD194,2016-10-12,12,Post-Monsoon,Suresh,4,1,0,5,14,2060,0.3,433,28.3,Yes,2016,10,0.21019417475728155
OD195,2016-10-31,31,Post-Monsoon,Peer,19,4,0,2,9,1175,0.1,341,28.1,Yes,2016,10,0.2902127659574468
OD196,2015-03-21,21,Winter,Sundar,18,1,0,5,8,1006,0.3,191,28.3,No,2015,3,0.18986083499005965
OD197,2015-03-21,21,Winter,Sudeep,7,1,0,0,2,1409,0.2,380,28.3,No,2015,3,0.26969481902058196
OD198,2018-11-06,6,Post-Monsoon,Verma,14,1,0,3,18,914,0.3,338,28.3,Yes,2018,11,0.36980306345733044
OD199,2018-07-06,6,Monsoon,Surya,19,1,0,2,15,1352,0.3,527,28.3,No,2018,7,0.38979289940828404
OD200,2018-07-06,6,Monsoon,Sudha,20,1,0,2,9,682,0.3,171,28.3,No,2018,7,0.250733137829912
OD201,2018-06-24,24,Summer,James,19,1,0,3,18,1738,0.2,243,32.0,No,2018,6,0.13981588032220943
OD202,2015-08-03,3,Monsoon,Vidya,16,4,0,0,3,2421,0.3,484,28.3,No,2015,8,0.19991738950846757
OD203,2015-08-03,3,Monsoon,Jackson,15,4,0,3,18,2245,0.2,404,28.3,No,2015,8,0.1799554565701559
OD204,2018-12-17,17,Winter,Akash,21,0,0,5,14,896,0.1,296,28.3,No,2018,12,0.33035714285714285
OD205,2018-06-03,3,Summer,Ram,23,3,0,5,22,1033,0.3,186,28.3,No,2018,6,0.18005808325266215
OD206,2018-12-09,9,Winter,Vinne,9,4,0,2,15,1998,0.3,140,28.3,No,2018,12,0.07007007007007007
OD207,2018-12-01,1,Winter,Verma,13,0,0,2,4,1469,0.2,646,26.4,No,2018,12,0.4397549353301566
OD208,2018-12-01,1,Winter,Haseena,15,0,0,2,9,1899,0.3,361,26.4,No,2018,12,0.19010005265929436
OD209,2018-12-01,1,Winter,Esther,14,0,0,2,15,2194,0.2,154,26.4,No,2018,12,0.07019143117593436
OD210,2018-12-01,1,Winter,Amrish,21,0,0,1,21,1942,0.3,505,26.4,No,2018,12,0.2600411946446962
OD211,2018-12-01,1,Winter,Hafiz,6,0,0,4,19,609,0.3,207,26.4,No,2018,12,0.3399014778325123
OD212,2016-02-09,9,Winter,Verma,20,0,0,2,4,2353,0.3,424,29.4,No,2016,2,0.18019549511262217
OD213,2016-01-02,2,Winter,Peer,16,1,0,1,21,1591,0.2,271,28.3,No,2016,1,0.1703331238214959
OD214,2016-01-02,2,Winter,Arutra,8,1,0,3,20,1353,0.1,528,28.3,No,2016,1,0.3902439024390244
OD215,2016-01-02,2,Winter,Jonas,11,1,0,1,13,1020,0.2,82,28.3,No,2016,1,0.0803921568627451
OD216,2016-01-02,2,Winter,Harish,15,1,0,6,16,1362,0.3,177,28.3,No,2016,1,0.1299559471365639
OD217,2016-01-02,2,Winter,Sundar,8,1,0,3,20,1733,0.3,433,28.3,No,2016,1,0.24985574148874784
OD218,2017-10-28,28,Post-Monsoon,Suresh,19,4,0,5,14,1949,0.2,98,28.2,No,2017,10,0.050282195997947664
OD219,2017-10-28,28,Post-Monsoon,Sabeela,23,4,0,4,17,2368,0.3,876,28.2,No,2017,10,0.36993243243243246
OD220,2016-12-24,24,Winter,Arvind,14,1,0,4,12,2110,0.3,485,28.3,Yes,2016,12,0.22985781990521326
OD221,2016-12-24,24,Winter,Ramesh,9,1,0,3,7,1940,0.2,795,28.3,Yes,2016,12,0.4097938144329897
OD222,2016-12-24,24,Winter,Willams,21,1,0,2,10,1557,0.2,638,28.3,Yes,2016,12,0.40976236351958895
